"SectionIdentifier","TermIdentifier","CourseIdentifier","Subject","CourseNumber","Number","BeginDate","EndDate","OrgUnitIdentifier","Title","Credits","DeliveryMode","Location","Description"
"ENGL0099009_2178",2178,"ENGL0099","ENGL","0099","009",2017-08-21,2017-12-09,"ENGL","PREP COMPOSITION",3,"In Person","Clermont College",""
"ENGL0099010_2178",2178,"ENGL0099","ENGL","0099","010",2017-08-21,2017-12-09,"ENGL","PREP COMPOSITION",3,"In Person","Clermont College",""
"ENGL0099011_2178",2178,"ENGL0099","ENGL","0099","011",2017-08-21,2017-12-09,"ENGL","PREP COMPOSITION",3,"In Person","Clermont College",""
"ENGL1000001_2178",2178,"ENGL1000","ENGL","1000","001",2017-08-21,2017-12-09,"ENGL","INTRO TO ENGL COMP",3,"DL 100%","Online",""
"ENGL1000001_2181",2181,"ENGL1000","ENGL","1000","001",2018-01-08,2018-04-26,"ENGL","INTRO TO ENGL COMP",3,"DL 100%","Online",""
"ENGL1001001_2178",2178,"ENGL1001","ENGL","1001","001",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001001_2181",2181,"ENGL1001","ENGL","1001","001",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001002_2178",2178,"ENGL1001","ENGL","1001","002",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001002_2181",2181,"ENGL1001","ENGL","1001","002",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001003_2178",2178,"ENGL1001","ENGL","1001","003",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001003_2181",2181,"ENGL1001","ENGL","1001","003",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001004_2178",2178,"ENGL1001","ENGL","1001","004",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001004_2181",2181,"ENGL1001","ENGL","1001","004",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001005_2178",2178,"ENGL1001","ENGL","1001","005",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001005_2181",2181,"ENGL1001","ENGL","1001","005",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001006_2178",2178,"ENGL1001","ENGL","1001","006",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001006_2181",2181,"ENGL1001","ENGL","1001","006",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001007_2178",2178,"ENGL1001","ENGL","1001","007",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001007_2181",2181,"ENGL1001","ENGL","1001","007",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001008_2178",2178,"ENGL1001","ENGL","1001","008",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001008_2181",2181,"ENGL1001","ENGL","1001","008",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001009_2178",2178,"ENGL1001","ENGL","1001","009",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001009_2181",2181,"ENGL1001","ENGL","1001","009",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001010_2178",2178,"ENGL1001","ENGL","1001","010",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001010_2181",2181,"ENGL1001","ENGL","1001","010",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001011_2178",2178,"ENGL1001","ENGL","1001","011",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001011_2181",2181,"ENGL1001","ENGL","1001","011",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001012_2178",2178,"ENGL1001","ENGL","1001","012",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001012_2181",2181,"ENGL1001","ENGL","1001","012",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001013_2178",2178,"ENGL1001","ENGL","1001","013",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001014_2178",2178,"ENGL1001","ENGL","1001","014",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001014_2181",2181,"ENGL1001","ENGL","1001","014",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001015_2178",2178,"ENGL1001","ENGL","1001","015",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001016_2178",2178,"ENGL1001","ENGL","1001","016",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001016_2181",2181,"ENGL1001","ENGL","1001","016",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001017_2178",2178,"ENGL1001","ENGL","1001","017",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001017_2181",2181,"ENGL1001","ENGL","1001","017",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001018_2178",2178,"ENGL1001","ENGL","1001","018",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001018_2181",2181,"ENGL1001","ENGL","1001","018",2018-01-08,2018-04-26,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001019_2178",2178,"ENGL1001","ENGL","1001","019",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001020_2178",2178,"ENGL1001","ENGL","1001","020",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001021_2178",2178,"ENGL1001","ENGL","1001","021",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001023_2178",2178,"ENGL1001","ENGL","1001","023",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001024_2178",2178,"ENGL1001","ENGL","1001","024",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001025_2178",2178,"ENGL1001","ENGL","1001","025",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"In Person","Clermont College",""
"ENGL1001026_2178",2178,"ENGL1001","ENGL","1001","026",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001027_2178",2178,"ENGL1001","ENGL","1001","027",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001028_2178",2178,"ENGL1001","ENGL","1001","028",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001029_2178",2178,"ENGL1001","ENGL","1001","029",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001031_2178",2178,"ENGL1001","ENGL","1001","031",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1001032_2178",2178,"ENGL1001","ENGL","1001","032",2017-08-21,2017-12-09,"ENGL","ENGLISH COMP",3,"DL 100%","Online",""
"ENGL1071001_2178",2178,"ENGL1071","ENGL","1071","001",2017-08-21,2017-12-09,"ENGL","NEWS WORKSHOP I",3,"DL 100%","Online",""
"ENGL1071001_2181",2181,"ENGL1071","ENGL","1071","001",2018-01-08,2018-04-26,"ENGL","NEWS WORKSHOP I",3,"DL 100%","Online",""
"ENGL2007001_2178",2178,"ENGL2007","ENGL","2007","001",2017-08-21,2017-12-09,"ENGL","AMER LIT SURVEY I",3,"In Person","Clermont College",""
"ENGL2008001_2181",2181,"ENGL2008","ENGL","2008","001",2018-01-08,2018-04-26,"ENGL","AMER LIT SURVEY II",3,"In Person","Clermont College",""
"ENGL2011001_2178",2178,"ENGL2011","ENGL","2011","001",2017-08-21,2017-12-09,"ENGL","INTRO CREA WRIT FIC",3,"In Person","Clermont College",""
"ENGL2011001_2181",2181,"ENGL2011","ENGL","2011","001",2018-01-08,2018-04-26,"ENGL","INTRO CREA WRIT FIC",3,"In Person","Clermont College",""
"ENGL2017001_2178",2178,"ENGL2017","ENGL","2017","001",2017-08-21,2017-12-09,"ENGL","INTRO POETRY WRIT",3,"In Person","Clermont College",""
"ENGL2017001_2181",2181,"ENGL2017","ENGL","2017","001",2018-01-08,2018-04-26,"ENGL","INTRO POETRY WRIT",3,"In Person","Clermont College",""
"ENGL2022001_2178",2178,"ENGL2022","ENGL","2022","001",2017-08-21,2017-12-09,"ENGL","WORLD LITERATURE II",3,"DL 100%","Online",""
"ENGL2075001_2178",2178,"ENGL2075","ENGL","2075","001",2017-08-21,2017-12-09,"ENGL","INTRO TO LIT",3,"In Person","Clermont College",""
"ENGL2075001_2181",2181,"ENGL2075","ENGL","2075","001",2018-01-08,2018-04-26,"ENGL","INTRO TO LIT",3,"In Person","Clermont College",""
"ENGL2075002_2178",2178,"ENGL2075","ENGL","2075","002",2017-08-21,2017-12-09,"ENGL","INTRO TO LIT",3,"DL 100%","Online",""
"ENGL2075002_2181",2181,"ENGL2075","ENGL","2075","002",2018-01-08,2018-04-26,"ENGL","INTRO TO LIT",3,"DL 100%","Online",""
"ENGL2080001_2181",2181,"ENGL2080","ENGL","2080","001",2018-01-08,2018-04-26,"ENGL","US ETHNIC LIT",3,"Partially DL 26-74%","Clermont College",""
"ENGL2085001_2178",2178,"ENGL2085","ENGL","2085","001",2017-08-21,2017-12-09,"ENGL","POP FICTION",3,"In Person","Clermont College",""
"ENGL2089001_2178",2178,"ENGL2089","ENGL","2089","001",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089001_2181",2181,"ENGL2089","ENGL","2089","001",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089002_2178",2178,"ENGL2089","ENGL","2089","002",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089002_2181",2181,"ENGL2089","ENGL","2089","002",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089003_2181",2181,"ENGL2089","ENGL","2089","003",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089004_2181",2181,"ENGL2089","ENGL","2089","004",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089005_2178",2178,"ENGL2089","ENGL","2089","005",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089006_2181",2181,"ENGL2089","ENGL","2089","006",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089007_2178",2178,"ENGL2089","ENGL","2089","007",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089007_2181",2181,"ENGL2089","ENGL","2089","007",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089008_2178",2178,"ENGL2089","ENGL","2089","008",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089008_2181",2181,"ENGL2089","ENGL","2089","008",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089009_2178",2178,"ENGL2089","ENGL","2089","009",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089009_2181",2181,"ENGL2089","ENGL","2089","009",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089010_2178",2178,"ENGL2089","ENGL","2089","010",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089010_2181",2181,"ENGL2089","ENGL","2089","010",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089011_2178",2178,"ENGL2089","ENGL","2089","011",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089011_2181",2181,"ENGL2089","ENGL","2089","011",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089012_2178",2178,"ENGL2089","ENGL","2089","012",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089012_2181",2181,"ENGL2089","ENGL","2089","012",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089013_2178",2178,"ENGL2089","ENGL","2089","013",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089013_2181",2181,"ENGL2089","ENGL","2089","013",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089014_2178",2178,"ENGL2089","ENGL","2089","014",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089014_2181",2181,"ENGL2089","ENGL","2089","014",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089015_2178",2178,"ENGL2089","ENGL","2089","015",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089015_2181",2181,"ENGL2089","ENGL","2089","015",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089016_2178",2178,"ENGL2089","ENGL","2089","016",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089016_2181",2181,"ENGL2089","ENGL","2089","016",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089017_2178",2178,"ENGL2089","ENGL","2089","017",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089017_2181",2181,"ENGL2089","ENGL","2089","017",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089018_2181",2181,"ENGL2089","ENGL","2089","018",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089019_2181",2181,"ENGL2089","ENGL","2089","019",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089020_2178",2178,"ENGL2089","ENGL","2089","020",2017-08-21,2017-12-09,"ENGL","INTERMEDIATE COMP",3,"In Person","Clermont College",""
"ENGL2089020_2181",2181,"ENGL2089","ENGL","2089","020",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089021_2181",2181,"ENGL2089","ENGL","2089","021",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089022_2181",2181,"ENGL2089","ENGL","2089","022",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089023_2181",2181,"ENGL2089","ENGL","2089","023",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089024_2181",2181,"ENGL2089","ENGL","2089","024",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL2089025_2181",2181,"ENGL2089","ENGL","2089","025",2018-01-08,2018-04-26,"ENGL","INTERMEDIATE COMP",3,"DL 100%","Online",""
"ENGL3024001_2181",2181,"ENGL3024","ENGL","3024","001",2018-01-08,2018-04-26,"ENGL","JOURNALISM",3,"In Person","Clermont College",""
"ENGL3071001_2178",2178,"ENGL3071","ENGL","3071","001",2017-08-21,2017-12-09,"ENGL","TECH WRITING",3,"Partially DL 26-74%","Clermont College",""
"ENGL3071001_2181",2181,"ENGL3071","ENGL","3071","001",2018-01-08,2018-04-26,"ENGL","TECH WRITING",3,"Partially DL 26-74%","Clermont College",""
"ENGL3071002_2178",2178,"ENGL3071","ENGL","3071","002",2017-08-21,2017-12-09,"ENGL","TECH WRITING",3,"DL 100%","Online",""
"ENGL3071002_2181",2181,"ENGL3071","ENGL","3071","002",2018-01-08,2018-04-26,"ENGL","TECH WRITING",3,"DL 100%","Online",""
"ENGL3075001_2181",2181,"ENGL3075","ENGL","3075","001",2018-01-08,2018-04-26,"ENGL","PROF WRIT PUB",3,"In Person","Clermont College",""
"ENTR2001001_2181",2181,"ENTR2001","ENTR","2001","001",2018-01-08,2018-04-26,"ENTR","ESSENTIALS OF ENTREPRENEURSHIP",3,"Partially DL 26-74%","Clermont College",""
"EVST1011001_2178",2178,"EVST1011","EVST","1011","001",2017-08-21,2017-12-09,"EVST","ENVIR STUDIES I",3,"In Person","Clermont College",""
"EVST1011002_2178",2178,"EVST1011","EVST","1011","002",2017-08-21,2017-12-09,"EVST","ENVIR STUDIES I",3,"In Person","Off Campus",""
"EVST1012001_2181",2181,"EVST1012","EVST","1012","001",2018-01-08,2018-04-26,"EVST","ENVIR STUDIES II",3,"In Person","Clermont College",""
"EVST1012002_2181",2181,"EVST1012","EVST","1012","002",2018-01-08,2018-04-26,"EVST","ENVIR STUDIES II",3,"In Person","Off Campus",""
"FAA1010001_2178",2178,"FAA1010","FAA","1010","001",2017-08-21,2017-12-09,"FAA","DRAWING FUND I",3,"In Person","Clermont College",""
"FAA1010001_2181",2181,"FAA1010","FAA","1010","001",2018-01-08,2018-04-26,"FAA","DRAWING FUND I",3,"In Person","Clermont College",""
"FAA1010002_2178",2178,"FAA1010","FAA","1010","002",2017-08-21,2017-12-09,"FAA","DRAWING FUND I",3,"In Person","Clermont College",""
"FAA1011001_2178",2178,"FAA1011","FAA","1011","001",2017-08-21,2017-12-09,"FAA","DRAWING FUND II",3,"In Person","Clermont College",""
"FAA1011001_2181",2181,"FAA1011","FAA","1011","001",2018-01-08,2018-04-26,"FAA","DRAWING FUND II",3,"In Person","Clermont College",""
"FAA1011002_2178",2178,"FAA1011","FAA","1011","002",2017-08-21,2017-12-09,"FAA","DRAWING FUND II",3,"In Person","Clermont College",""
"FAA1020001_2178",2178,"FAA1020","FAA","1020","001",2017-08-21,2017-12-09,"FAA","PAINTING FUND I",3,"In Person","Clermont College",""
"FAA1020001_2181",2181,"FAA1020","FAA","1020","001",2018-01-08,2018-04-26,"FAA","PAINTING FUND I",3,"In Person","Clermont College",""
"FAA1020002_2178",2178,"FAA1020","FAA","1020","002",2017-08-21,2017-12-09,"FAA","PAINTING FUND I",3,"In Person","Clermont College",""
"FAA1020002_2181",2181,"FAA1020","FAA","1020","002",2018-01-08,2018-04-26,"FAA","PAINTING FUND I",3,"In Person","Clermont College",""
"FAA1021001_2178",2178,"FAA1021","FAA","1021","001",2017-08-21,2017-12-09,"FAA","FUNDAMENTAL CONCEPTS OF ART",3,"In Person","Clermont College",""
"FAA1021001_2181",2181,"FAA1021","FAA","1021","001",2018-01-08,2018-04-26,"FAA","FUNDAMENTAL CONCEPTS OF ART",3,"In Person","Clermont College",""
"FAA1021002_2181",2181,"FAA1021","FAA","1021","002",2018-01-08,2018-04-26,"FAA","FUNDAMENTAL CONCEPTS OF ART",3,"In Person","Clermont College",""
"FAA1076001_2178",2178,"FAA1076","FAA","1076","001",2017-08-21,2017-12-09,"FAA","FUND METAL CLAY",3,"In Person","Clermont College",""
"FAA2017001_2178",2178,"FAA2017","FAA","2017","001",2017-08-21,2017-12-09,"FAA","FUND OF CERAMICS I",3,"In Person","Clermont College",""
"FAA2017001_2181",2181,"FAA2017","FAA","2017","001",2018-01-08,2018-04-26,"FAA","FUND OF CERAMICS I",3,"In Person","Clermont College",""
"FAA2018001_2178",2178,"FAA2018","FAA","2018","001",2017-08-21,2017-12-09,"FAA","FUND CERAMICS II",3,"In Person","Clermont College",""
"FAA2018001_2181",2181,"FAA2018","FAA","2018","001",2018-01-08,2018-04-26,"FAA","FUND CERAMICS II",3,"In Person","Clermont College",""
"FAA2020001_2178",2178,"FAA2020","FAA","2020","001",2017-08-21,2017-12-09,"FAA","PAINTFUNDII",3,"In Person","Clermont College",""
"FAA2020001_2181",2181,"FAA2020","FAA","2020","001",2018-01-08,2018-04-26,"FAA","PAINTFUNDII",3,"In Person","Clermont College",""
"FAA2020002_2178",2178,"FAA2020","FAA","2020","002",2017-08-21,2017-12-09,"FAA","PAINTFUNDII",3,"In Person","Clermont College",""
"FAA2020002_2181",2181,"FAA2020","FAA","2020","002",2018-01-08,2018-04-26,"FAA","PAINTFUNDII",3,"In Person","Clermont College",""
"FIN2050001_2178",2178,"FIN2050","FIN","2050","001",2017-08-21,2017-12-09,"FIN","FUND OF BUS FINANCE",3,"Partially DL 26-74%","Clermont College",""
"FIN2050002_2181",2181,"FIN2050","FIN","2050","002",2018-01-08,2018-04-26,"FIN","FUND OF BUS FINANCE",3,"DL 100%","Online",""
"FIN2050003_2178",2178,"FIN2050","FIN","2050","003",2017-08-21,2017-12-09,"FIN","FUND OF BUS FINANCE",3,"DL 100%","Online",""
"FIN2060001_2178",2178,"FIN2060","FIN","2060","001",2017-08-21,2017-12-09,"FIN","FUND FINAN PLANNING",3,"DL 100%","Online",""
"FIN2070001_2181",2181,"FIN2070","FIN","2070","001",2018-01-08,2018-04-26,"FIN","FUND OF RISK MGMT",3,"DL 100%","Online",""
"FIN2071001_2181",2181,"FIN2071","FIN","2071","001",2018-01-08,2018-04-26,"FIN","STOCK MKT AND INV",3,"DL 100%","Online",""
"FIN2081001_2178",2178,"FIN2081","FIN","2081","001",2017-08-21,2017-12-09,"FIN","PERS FINANCE",3,"DL 100%","Online",""
"FIN2081001_2181",2181,"FIN2081","FIN","2081","001",2018-01-08,2018-04-26,"FIN","PERS FINANCE",3,"DL 100%","Online",""
"FIN2081002_2178",2178,"FIN2081","FIN","2081","002",2017-08-21,2017-12-09,"FIN","PERS FINANCE",3,"DL 100%","Online",""
"FIN2081002_2181",2181,"FIN2081","FIN","2081","002",2018-01-08,2018-04-26,"FIN","PERS FINANCE",3,"DL 100%","Online",""
"FIN2081003_2178",2178,"FIN2081","FIN","2081","003",2017-08-21,2017-12-09,"FIN","PERS FINANCE",3,"In Person","Off Campus",""
"FIN2081003_2181",2181,"FIN2081","FIN","2081","003",2018-01-08,2018-04-26,"FIN","PERS FINANCE",3,"In Person","Off Campus",""
"FIN2081004_2178",2178,"FIN2081","FIN","2081","004",2017-08-21,2017-12-09,"FIN","PERS FINANCE",3,"In Person","Off Campus",""
"FIN2081004_2181",2181,"FIN2081","FIN","2081","004",2018-01-08,2018-04-26,"FIN","PERS FINANCE",3,"In Person","Off Campus",""
"FIN2081005_2181",2181,"FIN2081","FIN","2081","005",2018-01-08,2018-04-26,"FIN","PERS FINANCE",3,"DL 100%","Online",""
"FREN1001001_2178",2178,"FREN1001","FREN","1001","001",2017-08-21,2017-12-09,"FREN","BASIC FRENCH I",5,"Partially DL 26-74%","Clermont College",""
"FREN1001001_2181",2181,"FREN1001","FREN","1001","001",2018-01-08,2018-04-26,"FREN","BASIC FRENCH I",5,"DL 100%","Online",""
"FREN1002002_2181",2181,"FREN1002","FREN","1002","002",2018-01-08,2018-04-26,"FREN","BASIC FRENCH II",5,"DL 100%","Online",""
"FREN1011001_2178",2178,"FREN1011","FREN","1011","001",2017-08-21,2017-12-09,"FREN","EXT BASIC FRENCH 1",3,"In Person","Clermont College",""
"GEOG1001002_2178",2178,"GEOG1001","GEOG","1001","002",2017-08-21,2017-12-09,"GEOG","INTRO PHYS GEOG",3,"DL 100%","Online",""
"GEOG1004001_2178",2178,"GEOG1004","GEOG","1004","001",2017-08-21,2017-12-09,"GEOG","INTRO HUMAN GEOGRAPHY",3,"In Person","Clermont College",""
